"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"5/09/2017","Madisongas Elect Des","MADISONGAS&ELECT DES:UTILITYPMT ID:0782796 INDN:JEFFREY F PICCIRILLO...","78.09","debit","Utilities","BofA Core Checking","",""
"5/09/2017","Mogador Restaurant Llc","Mogador Restaurant LLC 10","47.11","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"5/09/2017","Carrefour Market C","CARREFOUR MARKET MARINA C","14.64","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"5/09/2017","Station Media City","STATION 8 - MEDIA CITY","6.81","credit","Public Transportation","CHASE FREEDOM UNLIMITED","",""
"5/09/2017","Al Sayer Retail","AL SAYER RETAIL ESTABLISH","12.53","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"5/08/2017","Transfer to CHASE COLLEGE","JPMorgan Chase DES:Ext Trnsfr ID:XXXXX42736 INDN:JEFFREY PICCIRILLO...","100.00","debit","Transfer","BofA Core Checking","",""
"5/08/2017","iTunes","APL* ITUNES.COM/BILL","0.99","debit","Electronics & Software","CHASE FREEDOM UNLIMITED","",""
"5/08/2017","Marbaiya Restaurant N","Marbaiya Restaurant N Caf","19.60","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"5/08/2017","Transfer from BofA Core Checking","Online Transfer 6199342736 fromBank of America 1238 ########123","100.00","credit","Transfer","CHASE COLLEGE","",""
"5/07/2017","Station","STATION 8 - MEDIA CITY","6.81","debit","Public Transportation","CHASE FREEDOM UNLIMITED","",""
"5/07/2017","Station","STATION 8 - MEDIA CITY","6.81","debit","Public Transportation","CHASE FREEDOM UNLIMITED","",""
"5/07/2017","Fonograf Cafe N","Fonograf Cafe N Restauran","27.23","debit","Restaurants","CHASE FREEDOM UNLIMITED","Reimbursable",""
"5/07/2017","7-Eleven","7-ELEVEN 34710","5.65","debit","Fast Food","CHASE FREEDOM UNLIMITED","Reimbursable",""
"5/07/2017","Ord Wow Bao","ORD WOW BAO","14.25","debit","Fast Food","CHASE FREEDOM UNLIMITED","",""
"5/05/2017","Target","TARGET        00021063","5.20","debit","Shopping","CHASE FREEDOM UNLIMITED","",""
"5/04/2017","Cenex Premier","CENEX PREMIER 07056427","36.88","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"5/02/2017","Check 627","Check 627","1096.41","debit","Mortgage & Rent","BofA Core Checking","",""
"5/01/2017","Venmo","VENMO DES:PAYMENT ID:XXXXX2423 INDN:JEFFREY PICCIRILLO CO ID:XXXXX81992 WEB","30.00","debit","Transfer","BofA Core Checking","",""
"5/01/2017","Epic Systems Cor","Epic Systems Cor DES:Payroll ID:XXXXX0990 INDN:Piccirillo Jeffrey...","3424.13","credit","Income","BofA Core Checking","",""
"4/30/2017","El Sabor De","EL SABOR DE PUEBLA","13.08","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"4/30/2017","Robin Room","SQ *THE ROBIN ROOM","8.00","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"4/29/2017","For","for","3.00","debit","Bank Fee","Venmo","",""
"4/29/2017","For Kales","for kales","30.00","debit","Groceries","Venmo","",""
"4/29/2017","Atwood Barber","Atwood Barber","25.00","debit","Hair","Cash","",""
"4/28/2017","Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","9.50","debit","Groceries","Target Credit Card","",""
"4/28/2017","Interest Paid","Interest Paid","18.78","credit","Interest Income","DP ONLINE SAVINGS","",""
"4/26/2017","Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","45.26","debit","Groceries","Target Credit Card","",""
"4/25/2017","Studio West","THE STUDIO WEST","2.00","debit","Gym","CHASE FREEDOM UNLIMITED","",""
"4/25/2017","Colectivo Coffee Roast","COLECTIVO COFFEE ROAST","2.48","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"4/24/2017","Target","TARGET CARD SRVC DES:AUTO PYMT ID:XXXXX0060443579 INDN: PICCIRILLO...","74.03","debit","Credit Card Payment","BofA Core Checking","",""
"4/24/2017","Chipotle","CHIPOTLE 0312","6.86","debit","Fast Food","CHASE FREEDOM UNLIMITED","",""
"4/24/2017","Sardines","SARDINES","23.00","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"4/24/2017","Copps","COPPS FOOD CTR00081836","7.78","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"4/23/2017","Ians Pizza","IANS PIZZA ON STATE","8.00","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"4/22/2017","Cash","Cash debit","2.00","debit","Restaurants","Venmo","",""
"4/22/2017","Auto","AUTO PAYMENT C_DEPARTMENTSTORE","74.03","credit","Credit Card Payment","Target Credit Card","",""
"4/21/2017","Chase Des Autopay","CHASE CREDIT CRD DES:AUTOPAY ID:XXXXX0000147321 INDN:PICCIRILLO...","1027.41","debit","Credit Card Payment","BofA Core Checking","",""
"4/20/2017","Automatic Thank","AUTOMATIC PAYMENT - THANK","1027.41","credit","Credit Card Payment","CHASE FREEDOM UNLIMITED","",""
"4/19/2017","Epic Systems Des","EPIC SYSTEMS DES:PAYABLES ID:E25534 INDN:JEFFREY PICCIRILLO CO ID:XXXXX19950 PPD","856.50","credit","Income","BofA Core Checking","",""
"4/19/2017","PDQ","PDQ 131","35.36","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"4/18/2017","Vanguard","VANGUARD BUY DES:INVESTMENT ID:XXXXX4603105640 INDN:JEFFREY...","2000.00","debit","Investing","BofA Core Checking","",""
"4/18/2017","Vanguard","ACH Withdrawal VANGUARD BUY","4000.00","debit","Investing","DP ONLINE SAVINGS","",""
"4/18/2017","Colectivo Coffee Roast","COLECTIVO COFFEE ROAST","1.85","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"4/17/2017","Walgreens","WALGREENS #2879","5.79","debit","Pharmacy","CHASE FREEDOM UNLIMITED","",""
"4/17/2017","Copps","COPPS FOOD CTR00081836","8.63","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"4/16/2017","Sprint PCS","SPRINT *WIRELESS","67.11","debit","Mobile Phone","CHASE FREEDOM UNLIMITED","",""
"4/16/2017","Plan B","PLAN B","7.00","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"4/16/2017","Tempest Oyster Bar","TEMPEST OYSTER BAR","45.00","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"4/15/2017","Christians portion of dinner at tempest","for oysters","16.00","credit","Income","Venmo","",""
"4/15/2017","Mother Fools","for coffee","5.00","debit","Coffee Shops","Venmo","",""
"4/15/2017","Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","28.50","debit","Groceries","Target Credit Card","",""
"4/15/2017","Christian Paid Back For Tempest","Christian Paid Back For Tempest","16.00","credit","Restaurants","Cash","",""
"4/13/2017","Protein Powder","Protein Powder","41.00","credit","Reimbursement","BofA Core Checking","",""
"4/11/2017","Colectivo Coffee Roast","COLECTIVO COFFEE ROAST","1.85","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"4/10/2017","Colectivo Coffee Roast","COLECTIVO COFFEE ROAST","5.81","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"4/10/2017","Marigold Kitchen","MARIGOLD KITCHEN","14.19","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"4/10/2017","Charter Communications","CHARTER COMM","42.19","debit","Internet","CHASE FREEDOM UNLIMITED","",""
"4/10/2017","Hy-Vee","HY VEE 1184","26.02","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"4/09/2017","Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","7.11","debit","Groceries","Target Credit Card","",""
"4/09/2017","iTunes","APL* ITUNES.COM/BILL","0.99","debit","Electronics & Software","CHASE FREEDOM UNLIMITED","",""
"4/09/2017","Ians Pizza","IANS PIZZA ON STATE","4.00","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"4/07/2017","Marriott","MARRIOTT PHILAD DTOWN","640.69","debit","Hotel","CHASE FREEDOM UNLIMITED","",""
"4/07/2017","Il Tollway Web","IL TOLLWAY - WEB - UNPD T","6.10","debit","Auto & Transport","CHASE FREEDOM UNLIMITED","",""
"4/07/2017","Taxi Svc","TAXI SVC LONG ISLAND C","34.74","debit","Hide from Budgets & Trends","CHASE FREEDOM UNLIMITED","",""
"4/06/2017","Preferred Rewards ATM","Preferred Rewards-ATM Wthdrwl Fee Waiver of $2.50","0.00","credit","Transfer","BofA Core Checking","",""
"4/06/2017","Park Bank Withdrwl","PARK BANK 04/06 #000055571 WITHDRWL THE PARK BANK MADISON WI","22.75","debit","Alcohol & Bars","BofA Core Checking","",""
"4/06/2017","Preferred Rewards ATM","Preferred Rewards-ATM Operator Refund of $2.75","2.75","credit","Income","BofA Core Checking","",""
"4/06/2017","Milkboy Chestnut","Milkboy CHESTNUT","11.72","debit","Hide from Budgets & Trends","CHASE FREEDOM UNLIMITED","",""
"4/06/2017","Tst Pizzeria Vetri","TST* PIZZERIA VETRI #5606","23.36","debit","Hide from Budgets & Trends","CHASE FREEDOM UNLIMITED","",""
"4/06/2017","PDQ","PDQ 129","35.45","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"4/06/2017","Starbucks","STARBUCKS STORE 00761","4.27","debit","Hide from Budgets & Trends","CHASE FREEDOM UNLIMITED","",""
"4/06/2017","Morning egg biscuit Tuesday","ARAMARK JEFFERSON ATRIUM","3.01","debit","Hide from Budgets & Trends","CHASE FREEDOM UNLIMITED","",""
"4/06/2017","Starbucks","STARBUCKS STORE 00761","8.32","debit","Hide from Budgets & Trends","CHASE FREEDOM UNLIMITED","",""
"4/05/2017","Deposit View","Check Deposit view","1448.00","credit","Income","DP ONLINE SAVINGS","",""
"4/05/2017","Dry sandwich TJUH Monday","ARAMARK JEFFERSON ATRIUM","10.35","debit","Hide from Budgets & Trends","CHASE FREEDOM UNLIMITED","",""
"4/05/2017","Sampan Double Knot","SAMPAN DOUBLE KNOT","70.00","debit","Hide from Budgets & Trends","CHASE FREEDOM UNLIMITED","",""
"4/05/2017","Jalapeño chips TJUH","ARAMARK JEFFERSON ATRIUM","1.07","debit","Hide from Budgets & Trends","CHASE FREEDOM UNLIMITED","",""
"4/05/2017","Starbucks","STARBUCKS STORE 10407","4.27","debit","Hide from Budgets & Trends","CHASE FREEDOM UNLIMITED","",""
"4/04/2017","Madisongas Elect Des","MADISONGAS&ELECT DES:UTILITYPMT ID:1690320 INDN:JEFFREY F PICCIRILLO...","74.61","debit","Utilities","BofA Core Checking","",""
"4/04/2017","Lyft","LYFT   *RIDE SUN 10PM","22.21","debit","Rental Car & Taxi","CHASE FREEDOM UNLIMITED","",""
"4/04/2017","Barnabys Cafe Museum","BARNABYS CAFE - MUSEUM","16.07","debit","Arts","CHASE FREEDOM UNLIMITED","",""
"4/03/2017","Epic Systems Cor","Epic Systems Cor DES:Payroll ID:XXXXX0990 INDN:Piccirillo Jeffrey...","3407.76","credit","Income","BofA Core Checking","",""
"4/03/2017","Osaka Japanese Restaurant","OSAKA JAPANESE RESTAURANT","25.60","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"4/03/2017","Check 545","Check 545","1093.25","debit","Mortgage & Rent","BofA Core Checking","",""
"4/02/2017","Moon Tower Inn // outdoor picnic tables","MOON TOWER INN","14.85","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"4/02/2017","Uber.com","UBER   *US OCT07 5QQFW","6.31","debit","Rental Car & Taxi","CHASE FREEDOM UNLIMITED","",""
"4/02/2017","Uber.com","UBER   *US APR01 5LEIP","14.37","debit","Rental Car & Taxi","CHASE FREEDOM UNLIMITED","",""
"4/02/2017","Willys Pub","WILLY`S PUB","6.00","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"4/02/2017","Claritin","RICE CAMPUS BKST#1545","1.99","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"4/02/2017","Hopdoddy Burger Ba","HOPDODDY BURGER BA","10.00","debit","Fast Food","CHASE FREEDOM UNLIMITED","",""
"4/02/2017","Coffee House","RICE COFFEE HOUSE","2.02","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"4/02/2017","Mongoose Versus Cobra","MONGOOSE VERSUS COBRA","12.83","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"4/01/2017",":)",":)","5.00","debit","Coffee Shops","Venmo","",""
"4/01/2017","Asian Food Houston","Cash debit","21.20","debit","Restaurants","Venmo","",""
"3/31/2017","Interest Paid","Interest Paid","19.28","credit","Interest Income","DP ONLINE SAVINGS","",""
"3/31/2017","Chipotle","CHIPOTLE 2162","7.04","debit","Fast Food","CHASE FREEDOM UNLIMITED","",""
"3/31/2017","Brochstein","SALENTO PAVILION","4.17","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"3/29/2017","Mandell & Ginsberg","MANDELL & GINSBERG","100.00","debit","Legal","CHASE FREEDOM UNLIMITED","",""
"3/28/2017","Whole Foods","WHOLEFDS MAD 10043","39.99","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"3/28/2017","PDQ","PDQ 131","34.13","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"3/28/2017","Colectivo Coffee Roast","COLECTIVO COFFEE ROAST","7.38","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"3/27/2017","Grandpa's Pizza","GRANDPAS PIZZERIA","27.00","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"3/27/2017","Wal-Mart","WM SUPERCENTER #3857","23.64","debit","Shopping","CHASE FREEDOM UNLIMITED","",""
"3/27/2017","Gibs","GIBS","8.50","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"3/27/2017","Gibs","GIBS","9.50","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"3/27/2017","Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","4.27","debit","Groceries","Target Credit Card","",""
"3/26/2017","Plan B","PLAN B","4.00","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"3/26/2017","Weary Traveler","WEARY TRAVELER","43.66","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"3/26/2017","Way.com Parking","WAY.COM - PARKING","24.60","debit","Parking","CHASE FREEDOM UNLIMITED","",""
"3/25/2017","Do U Have","Do u have a lighter? Am I dancing sexy yet?","10.00","credit","Income","Venmo","",""
"3/25/2017","Cash","Cash Credit","10.00","credit","Income","Venmo","",""
"3/24/2017","Target","TARGET CARD SRVC DES:AUTO PYMT ID:XXXXX0060443579 INDN: PICCIRILLO...","107.96","debit","Credit Card Payment","BofA Core Checking","",""
"3/24/2017","Heritage Tavern","HERITAGE TAVERN","24.05","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"3/22/2017","Auto","AUTO PAYMENT C_DEPARTMENTSTORE","107.96","credit","Credit Card Payment","Target Credit Card","",""
"3/21/2017","Deposit View","Check Deposit view","665.00","credit","Income","DP ONLINE SAVINGS","",""
"3/21/2017","Chase Des Autopay","CHASE CREDIT CRD DES:AUTOPAY ID:XXXXX0000146332 INDN:PICCIRILLO...","833.02","debit","Credit Card Payment","BofA Core Checking","",""
"3/21/2017","Trader Joe's","TRADER JOE'S #712  QPS","9.32","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"3/20/2017","Chipotle","CHIPOTLE 0533","6.86","debit","Fast Food","CHASE FREEDOM UNLIMITED","",""
"3/20/2017","Transfer from BofA Core Checking","AUTOMATIC PAYMENT - THANK","833.02","credit","Credit Card Payment","CHASE FREEDOM UNLIMITED","",""
"3/20/2017","Weary Traveler","WEARY TRAVELER","22.00","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"3/19/2017","Sprint PCS","SPRINT *WIRELESS","67.11","debit","Mobile Phone","CHASE FREEDOM UNLIMITED","",""
"3/19/2017","Southwest Airlines","SOUTHWES    5262495593116","89.94","debit","Hide from Budgets & Trends","CHASE FREEDOM UNLIMITED","",""
"3/19/2017","Southwest Airlines","SOUTHWES    5262495593116","89.94","credit","Hide from Budgets & Trends","CHASE FREEDOM UNLIMITED","",""
"3/19/2017","Shamrock Bar","SHAMROCK BAR AND GRILL","10.00","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"3/19/2017","Ians Pizza","IANS PIZZA ON STATE","9.00","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"3/17/2017","Rice Alumni Web","RICE - ALUMNI WEB","10.00","debit","Entertainment","CHASE FREEDOM UNLIMITED","",""
"3/16/2017","Mobilube","MOBILUBE INC","61.00","debit","Auto & Transport","CHASE FREEDOM UNLIMITED","",""
"3/16/2017","Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","33.78","debit","Groceries","Target Credit Card","",""
"3/14/2017","Sardines","SARDINES","20.00","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"3/14/2017","Colectivo Coffee Roast","COLECTIVO COFFEE ROAST","3.69","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"3/13/2017","Lyft","LYFT   *RIDE SAT 8PM","7.77","debit","Rental Car & Taxi","CHASE FREEDOM UNLIMITED","",""
"3/13/2017","Hy-Vee","HY VEE 1184","23.97","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"3/13/2017","Charter Communications","CHARTER COMM","42.19","debit","Internet","CHASE FREEDOM UNLIMITED","",""
"3/13/2017","Burrito Drive","BURRITO DRIVE","4.27","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"3/12/2017","Robin Room","SQ *THE ROBIN ROOM","44.00","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"3/12/2017","Target","CENTRAL CHECKOUT MADISON HILLD WI C_MISCELLANEOUS","3.32","debit","Groceries","Target Credit Card","",""
"3/09/2017","AMC","AMC  ONLINE #9640","12.36","debit","Movies & DVDs","CHASE FREEDOM UNLIMITED","",""
"3/08/2017","iTunes","APL* ITUNES.COM/BILL","0.99","debit","Electronics & Software","CHASE FREEDOM UNLIMITED","",""
"3/07/2017","Madisongas Elect Des","MADISONGAS&ELECT DES:UTILITYPMT ID:6740660 INDN:JEFFREY F PICCIRILLO...","84.49","debit","Utilities","BofA Core Checking","",""
"3/07/2017","Madison Sourdough Co","Madison Sourdough","14.73","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"3/07/2017","Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","6.82","debit","Groceries","Target Credit Card","",""
"3/07/2017","Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","30.11","debit","Groceries","Target Credit Card","",""
"3/06/2017","Weary Traveler","WEARY TRAVELER","17.08","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"3/06/2017","BP","BP#9264441GAMMON BP","33.79","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"3/05/2017","Ians Pizza","IANS PIZZA ON STATE","8.00","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"3/02/2017","Southwest Airlines","SOUTHWES    5262491340979","373.88","debit","Air Travel","CHASE FREEDOM UNLIMITED","",""
"3/02/2017","Way Com Parking","WAY.COM - PARKING","41.43","debit","Parking","CHASE FREEDOM UNLIMITED","",""
"3/01/2017","Epic Systems Cor","Epic Systems Cor DES:Payroll ID:XXXXX0990 INDN:Piccirillo Jeffrey...","3275.48","credit","Income","BofA Core Checking","",""
"3/01/2017","Check 544","Check 544","1093.64","debit","Mortgage & Rent","BofA Core Checking","",""
"3/01/2017","Subway","SUBWAY        00125013","5.96","debit","Fast Food","CHASE FREEDOM UNLIMITED","",""
"3/01/2017","Morris Ramen","MORRIS RAMEN","14.66","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"2/28/2017","Cash","Cash Credit","15.00","credit","Income","Venmo","",""
"2/28/2017","Interest Paid","Interest Paid","16.84","credit","Interest Income","DP ONLINE SAVINGS","",""
"2/28/2017","Venmo","VENMO DES:PAYMENT ID:XXXXX2293 INDN:JEFFREY PICCIRILLO CO ID:XXXXX81992 WEB","3.00","debit","Transfer","BofA Core Checking","",""
"2/28/2017","Venmo","VENMO DES:PAYMENT ID:XXXXX3507 INDN:JEFFREY PICCIRILLO CO ID:XXXXX81992 WEB","15.00","debit","Transfer","BofA Core Checking","",""
"2/28/2017","USPS","USPS PO 5649820249","8.10","debit","Shipping","CHASE FREEDOM UNLIMITED","",""
"2/27/2017","Lyft","LYFT   *RIDE SAT 12AM","8.84","debit","Rental Car & Taxi","CHASE FREEDOM UNLIMITED","",""
"2/27/2017","Madison Sourdough Co","Madison Sourdough","2.75","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"2/27/2017","Colectivo Coffee Roast","COLECTIVO COFFEE ROAST","3.69","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"2/27/2017","Venmo","VENMO DES:PAYMENT ID:XXXXX7586 INDN:JEFFREY PICCIRILLO CO ID:XXXXX81992 WEB","15.00","debit","Transfer","BofA Core Checking","",""
"2/26/2017","Tempest Oyster Bar","TEMPEST OYSTER BAR","50.03","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"2/24/2017","I am not your negro","VENMO DES:PAYMENT ID:XXXXX3667 INDN:JEFFREY PICCIRILLO CO ID:XXXXX81992 WEB","12.00","debit","Movies & DVDs","BofA Core Checking","",""
"2/24/2017","Target","TARGET CARD SRVC DES:AUTO PYMT ID:XXXXX0060443579 INDN: PICCIRILLO...","94.24","debit","Credit Card Payment","BofA Core Checking","",""
"2/22/2017","PDQ","PDQ 131","32.36","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"2/22/2017","Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","31.02","debit","Groceries","Target Credit Card","",""
"2/22/2017","Auto","AUTO PAYMENT C_DEPARTMENTSTORE","94.24","credit","Credit Card Payment","Target Credit Card","",""
"2/21/2017","Chase Des Autopay","CHASE DES:AUTOPAY ID:XXXXX0000143515 INDN:PICCIRILLO JEFFREY F CO...","890.13","debit","Credit Card Payment","BofA Core Checking","",""
"2/21/2017","Happybirthdayjeffrey Weloveyou","HappyBirthdayJeffrey Weloveyou","100.00","credit","Reimbursement","BofA Core Checking","",""
"2/21/2017","Divvy Bike Share","DIVVY BIKE SHARE","21.69","debit","Public Transportation","CHASE FREEDOM UNLIMITED","",""
"2/20/2017","Longman Eagle","Longman & Eagle","4.00","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"2/20/2017","Morning bagel in NW medical center","DO - RITE ERIE","7.07","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"2/20/2017","Marianos Fresh","MARIANOS FRESH00085035","7.32","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"2/20/2017","BP","BP#6285928J&R EXPRESS MA","1.99","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"2/20/2017","Transfer from BofA Core Checking","AUTOMATIC PAYMENT - THANK","890.13","credit","Credit Card Payment","CHASE FREEDOM UNLIMITED","",""
"2/20/2017","Momotaro","MOMOTARO","65.64","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"2/20/2017","Vans","VANS #0449","88.20","debit","Clothing","CHASE FREEDOM UNLIMITED","",""
"2/20/2017","Longman Eagle","Longman & Eagle","24.89","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"2/20/2017","Lyft","LYFT   *RIDE SAT 4PM","11.36","debit","Rental Car & Taxi","CHASE FREEDOM UNLIMITED","",""
"2/20/2017","Taco Burrito Palace","TACO AND BURRITO PALACE","14.45","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"2/19/2017","American Apparel","AMERICAN APPAREL-025CH1","18.59","debit","Clothing","CHASE FREEDOM UNLIMITED","",""
"2/19/2017","Lyft","LYFT   *RIDE FRI 10PM","14.06","debit","Rental Car & Taxi","CHASE FREEDOM UNLIMITED","",""
"2/19/2017","Paula Monicas Pizze","PAULA  MONICAS PIZZE","7.68","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"2/19/2017","Beauty Bar","BEAUTY BAR CHICAGO","25.00","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"2/17/2017","Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","2.19","debit","Groceries","Target Credit Card","",""
"2/17/2017","Format Com Portfolio","FORMAT.COM PORTFOLIO","72.91","debit","Electronics & Software","CHASE FREEDOM UNLIMITED","",""
"2/16/2017","Sprint PCS","SPRINT *WIRELESS","67.11","debit","Mobile Phone","CHASE FREEDOM UNLIMITED","",""
"2/15/2017","USPS","USPS PO 5649820249","2.67","debit","Shipping","CHASE FREEDOM UNLIMITED","",""
"2/14/2017","Colectivo Coffee State","COLECTIVO COFFEE-STATE","3.11","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"2/13/2017","Madison Sourdough Co","Madison Sourdough","4.95","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"2/13/2017","Riley's Wines of The World","RILEYS WINES OF THE WORLD","7.37","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"2/13/2017","Madison Sourdough Co","Madison Sourdough","13.45","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"2/13/2017","Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","17.99","debit","Groceries","Target Credit Card","",""
"2/12/2017","Comedy Club On State Street","COMEDY CLUB ON STATE","16.75","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"2/10/2017","Charter Communications","CHARTER COMM","42.19","debit","Internet","CHASE FREEDOM UNLIMITED","",""
"2/09/2017","Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","18.48","debit","Groceries","Target Credit Card","",""
"2/08/2017","iTunes","APL* ITUNES.COM/BILL","0.99","debit","Electronics & Software","CHASE FREEDOM UNLIMITED","",""
"2/08/2017","Firehouse Subs","FIREHOUSE SUBS #81","6.75","debit","Fast Food","CHASE FREEDOM UNLIMITED","",""
"2/07/2017","Transfer to DP ONLINE SAVINGS","DISCOVER BANK DES:NET/MOBILE ID:XXXXX86502 INDN:JEFFREY PICCIRILLO...","3000.00","debit","Transfer","BofA Core Checking","",""
"2/07/2017","Madisongas Elect Des","MADISONGAS&ELECT DES:UTILITYPMT ID:9966785 INDN:JEFFREY F PICCIRILLO...","90.03","debit","Utilities","BofA Core Checking","",""
"2/07/2017","Genna Cocktail Lounge","GENNA`S COCKTAIL LOUNGE","14.00","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"2/07/2017","Marigold Kitchen","MARIGOLD KITCHEN","16.19","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"2/06/2017","Deposit Bank America","ACH Deposit From BANK OF AMERICA, NA","3000.00","credit","Transfer","DP ONLINE SAVINGS","",""
"2/06/2017","Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","10.59","debit","Groceries","Target Credit Card","",""
"2/06/2017","Walgreens","WALGREENS #4155","10.53","debit","Pharmacy","CHASE FREEDOM UNLIMITED","",""
"2/05/2017","PDQ","PDQ 131","34.05","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"2/04/2017","Atwood Barber","Atwood Barber","25.00","debit","Hair","Cash","",""
"2/03/2017","Ritz Camera","PAYPAL *RITZ CAMERA","9.49","debit","Shopping","CHASE FREEDOM UNLIMITED","",""
"2/03/2017","Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","27.69","debit","Groceries","Target Credit Card","",""
